AIRLINE_ID,Delay over 15,CANCELLED
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,,1
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,1,0
20409,1,0
20409,1,0
20409,0,0
20409,1,0
20409,1,0
20409,1,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20304,1,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,1,0
19977,1,0
19977,0,0
19977,1,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,1,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,,1
19977,1,0
19977,1,0
19977,1,0
19977,0,0
19977,1,0
19977,0,0
19977,1,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,1
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,,1
19977,1,0
19977,0,0
19977,0,0
19977,1,0
19977,,1
19977,,1
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,,1
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19977,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,,1
19393,,1
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19977,0,0
19977,0,0
19977,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,,1
19393,1,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,,1
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,,1
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,,1
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,,1
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,,1
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,,1
19805,1,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,0,0
20409,1,0
20409,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,1,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,,1
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,0,0
19805,,1
19805,0,0
19805,0,0
20409,0,0
20409,1,0
20409,1,0
20409,0,0
20409,0,0
20409,1,0
20304,0,0
20304,0,0
20304,0,0
20304,0,0
20304,0,0
19977,0,0
19977,1,0
19977,0,0
19977,1,0
19977,1,0
19977,1,0
19977,0,0
19977,1,0
19977,1,0
19977,,1
19977,1,0
19977,,1
19977,1,0
19977,0,0
19977,0,0
19977,,1
19977,,1
19977,1,0
19977,,1
19977,,1
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,1,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,1,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,1,0
20304,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,,1
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19977,1,0
19977,0,0
19977,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,,1
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19977,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19977,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,0,0
19393,1,0
19393,1,0
19393,0,0
19393,1,0
19393,1,0
19393,1,0
19393,1,0
19393,1,0
19393,1,0
19393,0,0
19393,0,0
19393,0,0
19393,,1
19393,,1
19393,0,0
19393,,1
19393,1,0
19393,0,0
19393,0,0
