Academic Year,TAP College Code,Federal School Code,TAP College Name,TAP Sector Group,Scholarship Headcount,Scholarship FTE,Scholarship Dollars
2012,640,2805,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,63,58.83,"$77,669.00 "
2012,325,2737,IONA COLLEGE,5-INDEPENDENT,62,59.5,"$244,970.50 "
2012,285,2729,HARTWICK COLLEGE,5-INDEPENDENT,62,59,"$121,117.00 "
2012,1402,2694,CUNY KINGSBOROUGH CC,2-CUNY CC,59,41.04,"$112,065.00 "
2012,2105,2871,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,58,46.79,"$55,910.00 "
2012,20,2668,ALFRED UNIVERSITY,5-INDEPENDENT,56,54,"$56,365.00 "
2012,505,2777,MEDAILLE COLLEGE,5-INDEPENDENT,54,49.17,"$114,241.66 "
2012,500,2775,MOLLOY COLLEGE,5-INDEPENDENT,52,49.25,"$235,188.00 "
2012,195,2712,D'YOUVILLE COLLEGE,5-INDEPENDENT,52,49.88,"$114,316.62 "
2012,755,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,52,49.33,"$110,272.51 "
2012,170,2710,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,51,51,"$48,250.00 "
2012,591,2791,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,51,47.83,"$157,396.09 "
2012,6005,2854,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,51,44.67,"$109,211.29 "
2012,1403,10051,CUNY LAGUARDIA CC,2-CUNY CC,50,35.13,"$67,203.05 "
2012,1040,2899,WAGNER COLLEGE,5-INDEPENDENT,50,47.5,"$117,369.00 "
2012,2110,2778,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,50,45.88,"$329,232.88 "
2012,2042,2863,CORNING COMMUNITY COLLEGE,4-SUNY CC,46,35,"$105,432.00 "
2012,35,2671,BARD COLLEGE,5-INDEPENDENT,45,43.5,"$73,315.00 "
2012,2215,2874,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,44,33.63,"$81,569.20 "
2012,2080,2868,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,44,32.92,"$74,157.45 "
2012,675,2810,THE SAGE COLLEGES,5-INDEPENDENT,43,40.38,"$35,024.88 "
2012,2085,2869,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,43,35.5,"$41,679.50 "
2012,1085,2903,YESHIVA UNIVERSITY,5-INDEPENDENT,42,42,"$41,500.00 "
2012,4975,11678,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,41,36.5,"$66,596.16 "
2012,965,7109,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,40,35.5,"$73,955.00 "
2012,2220,2870,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,40,29.38,"$83,259.70 "
2012,2256,7532,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,38,26.75,"$63,411.00 "
2012,6025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,38,32.17,"$121,874.26 "
2012,1415,10097,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,37,30.42,"$39,044.70 "
2012,6018,4799,MONROE COLLEGE,6-BUS. DEGREE,37,41.58,"$130,674.92 "
2012,2160,2881,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,36,25.71,"$83,034.00 "
2012,345,2744,KEUKA COLLEGE,5-INDEPENDENT,35,31.83,"$42,631.59 "
2012,715,2820,ST FRANCIS COLLEGE,5-INDEPENDENT,34,31.5,"$85,132.50 "
2012,1400,2692,CUNY BRONX CC,2-CUNY CC,34,23.5,"$36,115.70 "
2012,955,2853,SUNY MARITIME COLLEGE,3-SUNY SO,33,30,"$262,835.19 "
2012,3010,2855,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,33,28,"$111,934.50 "
2012,1407,2697,CUNY QUEENSBOROUGH CC,2-CUNY CC,30,19.38,"$42,879.25 "
2012,3005,2854,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,30,26.5,"$50,561.00 "
2012,2035,2685,CAZENOVIA COLLEGE,5-INDEPENDENT,30,27.5,"$67,221.00 "
2012,615,2798,PRATT INSTITUTE,5-INDEPENDENT,29,27.5,"$76,462.00 "
2012,420,2760,MANHATTANVILLE COLLEGE,5-INDEPENDENT,29,28.5,"$64,585.00 "
2012,2070,2866,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,29,28.5,"$59,869.00 "
2012,6010,2855,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,29,24,"$113,358.15 "
2012,2005,2861,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,29,22.29,"$48,150.00 "
2012,6730,8556,BERKELEY COLLEGE,6-BUS. DEGREE,28,25.33,"$77,440.10 "
2012,2025,2862,BROOME COMMUNITY COLLEGE,4-SUNY CC,28,22.08,"$29,948.00 "
2012,130,2703,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,27,24,"$91,005.00 "
2012,7518,4799,MONROE COLLEGE,6-BUS. DEGREE,27,23.58,"$87,806.64 "
2012,2053,2864,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,26,20.75,"$58,327.80 "
2012,11,2667,DOWLING COLLEGE,5-INDEPENDENT,26,22,"$178,883.00 "
2012,2260,6788,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,25,20,"$45,586.00 "
2012,2125,2876,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,25,19.54,"$75,778.10 "
2012,2254,4788,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,24,20.75,"$21,038.00 "
2012,6015,2856,SUNY COBLESKILL,3-SUNY SO,24,20.75,"$57,173.25 "
2012,975,2866,FASHION INST TECH UPPER DIVISION,4-SUNY CC,23,20.5,"$113,630.00 "
2012,2144,2812,TROCAIRE COLLEGE,5-INDEPENDENT,23,18.63,"$45,201.72 "
2012,1050,2901,WELLS COLLEGE,5-INDEPENDENT,22,20,"$10,750.00 "
2012,575,2790,NYACK COLLEGE,5-INDEPENDENT,22,18.5,"$60,067.00 "
2012,2147,2877,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,22,17.17,"$98,143.45 "
2012,830,2832,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,22,21.5,"$52,575.00 "
2012,535,20662,THE NEW SCHOOL,5-INDEPENDENT,21,18,"$16,621.00 "
2012,2252,6782,GENESEE COMMUNITY COLLEGE,4-SUNY CC,21,17.5,"$33,100.00 "
2012,3030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,20,17.63,"$35,280.00 "
2012,136,2704,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,20,16.13,"$20,560.63 "
2012,2083,2735,HILBERT COLLEGE,5-INDEPENDENT,20,18.5,"$74,535.86 "
2012,845,2813,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,20,19.5,"$17,000.00 "
2012,960,2668,ALFRED UNIVERSITY,3-SUNY SO,19,18.5,"$12,000.00 "
2012,8501,22878,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,19,9,"$49,246.50 "
2012,2000,2860,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,19,12.96,"$28,575.80 "
2012,3025,2858,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,18,12.25,"$65,998.90 "
2012,3020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,18,16,"$57,759.50 "
2012,2243,6785,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,18,15.08,"$12,491.00 "
2012,2235,2665,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,18,14.71,"$29,173.69 "
2012,5060,2785,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,17,10.5,"$82,894.27 "
2012,7858,7468,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,17,15.5,"$61,220.00 "
2012,1401,8611,CUNY HOSTOS CC,2-CUNY CC,16,11.5,"$13,850.00 "
2012,5130,2837,SUNY BUFFALO,3-SUNY SO,16,11.67,"$79,175.95 "
2012,5020,2707,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,16,14.38,"$91,623.67 "
2012,6140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,16,15.5,"$15,072.50 "
2012,3015,2856,SUNY COBLESKILL,3-SUNY SO,15,10.5,"$82,789.50 "
2012,5325,2810,THE SAGE COLLEGES,5-INDEPENDENT,14,7.13,"$144,472.75 "
2012,2240,2867,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,14,11.25,"$41,978.20 "
2012,7830,11031,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,14,13.75,"$63,550.74 "
2012,6315,10727,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,14,11.67,"$50,384.59 "
2012,5775,2808,DAEMEN COLLEGE GRAD,5-INDEPENDENT,14,7.04,"$138,951.31 "
2012,5625,2842,SUC BUFFALO,3-SUNY SO,13,6,"$29,948.66 "
2012,5403,2751,LONG ISLAND UNIVERSITY,5-INDEPENDENT,13,7.13,"$37,934.09 "
2012,5216,2693,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,13,7.25,"$33,491.36 "
2012,2258,7111,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,13,9,"$10,600.00 "
2012,447,2769,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,13,10.75,"$40,933.75 "
2012,2050,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,13,12.5,"$106,482.50 "
2012,6030,2859,MORRISVILLE STATE COLLEGE,3-SUNY SO,13,9.25,"$13,818.75 "
2012,5680,10286,SUC EMPIRE STATE COLLEGE,3-SUNY SO,13,4.75,"$23,716.08 "
2012,5310,2791,PACE UNIVERSITY GRAD,5-INDEPENDENT,12,6.75,"$116,709.25 "
2012,6262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,12,9.75,"$64,732.75 "
2012,5805,2777,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,12,8.21,"$42,345.31 "
2012,5430,2838,SUNY STONY BROOK,3-SUNY SO,11,7.38,"$37,319.49 "
2012,5415,2821,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,11,6.58,"$139,506.65 "
2012,1016,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,11,11,"$7,500.00 "
2012,2230,2880,ULSTER COMMUNITY COLLEGE,4-SUNY CC,11,8.5,"$18,069.00 "
2012,7732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,11,7.13,"$20,054.35 "
2012,6020,2857,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,11,10,"$60,968.78 "
2012,5115,2772,MERCY COLLEGE-GRAD,5-INDEPENDENT,10,6,"$55,735.38 "
2012,2178,7466,LAB INST OF MERCHANDISING,6-BUS. DEGREE,10,8.5,"$38,008.00 "
2012,7725,30955,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,10,8.75,"$36,571.00 "
2012,2038,6789,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,10,7,"$13,454.00 "
2012,5620,4765,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,9,4.75,"$86,756.59 "
2012,2036,6787,CLINTON COMMUNITY COLLEGE,4-SUNY CC,9,6.21,"$19,664.50 "
2012,5730,2805,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,9,5.21,"$117,176.99 "
2012,5645,7273,CUNY  BARUCH COLL GRAD,1-CUNY SR,8,5.71,"$24,476.13 "
2012,5400,2841,SUC BROCKPORT GRAD,3-SUNY SO,8,4,"$20,652.48 "
2012,5390,2835,SUNY AT ALBANY GRAD,3-SUNY SO,8,5.21,"$26,056.56 "
2012,999,2834,EXCELSIOR COLLEGE,5-INDEPENDENT,8,3.58,"$20,784.49 "
2012,2225,2879,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,8,6.13,"$21,351.00 "
2012,8518,1255,LINCOLN TECHNICAL INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,8,4,"$27,975.00 "
2012,8502,22878,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,8,4,"$21,201.50 "
2012,7826,17163,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,8,7.33,"$34,316.03 "
2012,7734,2678,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,8,5.75,"$15,863.60 "
2012,7730,2678,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,8,6.5,"$41,271.70 "
2012,5799,2834,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,8,4.04,"$98,104.63 "
2012,2075,12561,FIVE TOWNS COLLEGE,6-BUS. DEGREE,7,6.5,"$8,547.50 "
2012,836,9479,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,7,4,"$38,030.50 "
2012,765,6467,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,7,6,"$10,642.50 "
2012,5695,11678,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,7,3.25,"$93,703.62 "
2012,5215,2688,CUNY CITY COLLEGE GRAD,1-CUNY SR,6,3.04,"$15,514.34 "
2012,5210,2681,CANISIUS COLLEGE GRAD,5-INDEPENDENT,6,4.08,"$18,632.94 "
2012,5205,2687,CUNY BROOKLYN COLLEGE GRAD,1-CUNY SR,6,2.88,"$14,356.84 "
2012,5040,2722,FORDHAM UNIVERSITY,5-INDEPENDENT,6,4.5,"$25,177.50 "
2012,5021,3979,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,6,5,"$62,380.00 "
2012,2040,2709,CONCORDIA COLLEGE,5-INDEPENDENT,6,6.5,"$28,370.00 "
2012,5830,2775,MOLLOY COLLEGE,5-INDEPENDENT,6,3,"$56,990.85 "
2012,5515,2783,NEW YORK LAW SCHOOL,5-INDEPENDENT,5,4.5,"$25,177.50 "
2012,340,2742,JUILLIARD SCHOOL,5-INDEPENDENT,5,5,"$2,500.00 "
2012,5395,2690,CUNY QUEENS COLLEGE GRAD,1-CUNY SR,5,3,"$14,132.62 "
2012,5320,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,5,2.46,"$13,763.70 "
2012,5265,2732,HOFSTRA UNIVERSITY,5-INDEPENDENT,5,3.88,"$15,996.50 "
2012,1045,2900,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,5,5,"$5,500.00 "
2012,5120,2882,SYRACUSE UNIVERSITY GRAD,5-INDEPENDENT,5,2.5,"$13,987.50 "
2012,5045,2765,MARIST COLLEGE GRAD,5-INDEPENDENT,5,2.13,"$10,091.45 "
2012,5034,2744,KEUKA COLLEGE,5-INDEPENDENT,5,2.54,"$51,952.08 "
2012,8514,41443,INSTITUTE OF CULINARY EDUCATION,VOCATIONAL - VET SCHOOLS ONLY,5,2.5,"$13,987.50 "
2012,7736,2678,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,5,3,"$8,117.34 "
2012,1420,4765,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,5,2.38,"$9,267.00 "
2012,5480,2677,BROOKLYN LAW SCHOOL,5-INDEPENDENT,4,3,"$15,303.49 "
2012,5450,2836,SUNY BINGHAMTON(GRAD),3-SUNY SO,4,2.5,"$26,919.10 "
2012,1099,9769,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,4,5,"$24,726.00 "
2012,5305,2788,NIAGARA UNIVERSITY GRAD,5-INDEPENDENT,4,2.25,"$11,228.53 "
2012,5270,2689,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,4,2.08,"$39,700.47 "
2012,5235,2705,COLLEGE OF SAINT ROSE GRAD,5-INDEPENDENT,4,1.25,"$5,678.03 "
2012,5140,2894,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,4,2.13,"$63,890.00 "
2012,2265,21691,DAVIS COLLEGE,5-INDEPENDENT,4,3.5,"$17,880.00 "
2012,7863,21634,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,4,3.17,"$31,078.33 "
2012,890,2840,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,4,4.5,"$15,575.00 "
2012,7833,7329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,4,3,"$14,237.50 "
2012,7480,8495,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,4,4.33,"$16,720.00 "
2012,7030,8556,BERKELEY COLLEGE,6-BUS. DEGREE,4,4,"$14,776.68 "
2012,6045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,4,2.75,"$11,537.50 "
2012,2045,7304,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,4,3,"$1,950.00 "
2012,5685,2779,NAZARETH COLLEGE GRAD,5-INDEPENDENT,4,2.38,"$8,746.36 "
2012,5565,2846,SUC NEW PALTZ,3-SUNY SO,3,2.25,"$11,608.28 "
2012,605,30277,PACIFIC COLLEGE OF ORIENTAL MED,6-BUS. DEGREE,3,2.33,"$6,595.01 "
2012,5100,2817,ST BONAVENTURE UNIVERSITY GRAD,5-INDEPENDENT,3,2.13,"$11,889.40 "
2012,5070,2796,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,3,1.25,"$6,993.76 "
2012,55,21068,BRAMSON ORT COLLEGE,5-INDEPENDENT,3,2.5,"$8,892.50 "
2012,5011,2667,DOWLING COLLEGE,5-INDEPENDENT,3,2.5,"$13,987.50 "
2012,5000,2666,ADELPHI UNIVERSITY,5-INDEPENDENT,3,2.5,"$25,372.50 "
2012,2262,13029,BORICUA COLLEGE,5-INDEPENDENT,3,2.25,"$8,699.00 "
2012,7895,7405,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,3,2,"$1,000.00 "
2012,7510,22195,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,3,3,"$2,450.00 "
2012,7440,12107,INST OF DESIGN & CONSTRUCTION,6-BUS. DEGREE,3,2.5,"$13,987.50 "
2012,7262,20757,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,3,2.25,"$20,814.50 "
2012,410,2759,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,3,3,"$1,500.00 "
2012,6732,2678,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,3,3.5,"$11,005.00 "
2012,5955,2825,ST JOSEPHS COLLEGE,5-INDEPENDENT,3,1,"$16,465.77 "
2012,5915,20754,KELLER GRAD SCHOOL OF MANAGEMENT,6-BUS. DEGREE,3,1.25,"$6,993.75 "
2012,5820,2883,SYRACUSE UNIVERSITY UTICA COLLEGE,5-INDEPENDENT,3,1.5,"$8,392.51 "
2012,5755,2748,LEMOYNE COLLEGE GRAD,5-INDEPENDENT,3,1.38,"$19,525.63 "
2012,5725,2778,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,3,1.5,"$42,547.50 "
2012,5615,2850,SUC POTSDAM,3-SUNY SO,2,1.38,"$7,693.13 "
2012,5610,2849,SUNY PLATTSBURGH GRAD,3-SUNY SO,2,2,"$11,190.00 "
2012,5575,2882,SYRACUSE UNIVERSITY LAW,5-INDEPENDENT,2,2,"$11,190.00 "
2012,5518,4799,MONROE COLLEGE,6-BUS. DEGREE,2,0.75,"$3,216.30 "
2012,5455,2782,NEW YORK INST TECH,5-INDEPENDENT,2,1,"$5,595.01 "
2012,5435,2758,MANHATTAN COLLEGE,5-INDEPENDENT,2,0.88,"$4,895.64 "
2012,5425,9769,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,2,2,"$11,190.00 "
2012,5345,10142,TOURO COLLEGE,5-INDEPENDENT,2,3,"$16,127.52 "
2012,5132,2837,SUNY BUFFALO,3-SUNY SO,2,1.75,"$9,791.25 "
2012,5110,2823,ST JOHNS UNIVERSITY - GRAD,5-INDEPENDENT,2,0.75,"$4,196.25 "
2012,5105,2772,MERCY COLLEGE GRAD,5-INDEPENDENT,2,0.5,"$4,083.75 "
2012,5065,7109,SUC OLD WESTBURY,3-SUNY SO,2,1.33,"$7,460.10 "
2012,4886,2839,SUNY DOWNSTATE MEDICAL CENTER,3-SUNY SO,2,2,"$1,961.75 "
2012,550,20690,NEW YORK SCHOOL INTERIOR DESIGN,5-INDEPENDENT,2,2,"$2,000.00 "
2012,8525,39883,SAE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,2,1.5,"$11,190.00 "
2012,8522,0,NEW YORK FILM ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,2,1.5,"$8,392.50 "
2012,8516,15050,CHAMPLAIN VALLEY ED SVCS/CV-TEC,VOCATIONAL - VET SCHOOLS ONLY,2,1,"$4,196.25 "
2012,8511,7518,APEX TECHNICAL SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,2,1,"$2,847.50 "
2012,8509,12652,ONONDAGA CORTLAND MADISON BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,1,"$5,595.00 "
2012,8508,31153,GENESEE VALLEY BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,1.5,"$6,735.00 "
2012,210,6448,THE BELANGER SCHOOL OF NURSING,5-INDEPENDENT,2,1.83,"$8,783.44 "
2012,2158,2896,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,2,1.5,$750.00 
2012,7738,20937,LONG ISLAND BUSINESS INSTITUTE,6-BUS. DEGREE,2,1.5,"$19,480.00 "
2012,7491,11647,SANFORD BROWN INSTITUTE,6-BUS. DEGREE,2,1.33,"$2,109.94 "
2012,7264,20757,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,2,1.5,"$18,222.00 "
2012,7124,5208,COLL WESTCHESTER 2YR,6-BUS. DEGREE,2,2,"$2,500.00 "
2012,838,9479,ST PAUL'S SCH NURSING MED/DENTAL,5-INDEPENDENT,2,0.58,"$7,234.52 "
2012,6480,8495,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,2,1.33,"$7,460.00 "
2012,2051,2713,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,2,1.33,"$7,460.00 "
2012,5866,10142,TOURO COLLEGE,5-INDEPENDENT,2,2.25,"$12,588.75 "
2012,5720,2712,D'YOUVILLE COLLEGE,5-INDEPENDENT,2,2,"$11,190.00 "
2012,355,40953,THE KING'S COLLEGE,5-INDEPENDENT,2,2,"$1,000.00 "
2012,5672,2698,CUNY COL STATEN ISLAND,1-CUNY SR,1,0.13,$699.38 
2012,5605,2843,SUC CORTLAND,3-SUNY SO,1,0.5,"$1,879.00 "
2012,710,6461,ST ELIZABETH COLG OF NURSING,5-INDEPENDENT,1,0.5,$250.00 
2012,5600,38813,GRADUATE COLLEGE UNION UNIVERSITY,5-INDEPENDENT,1,0.13,$699.38 
2012,5550,2669,BANK ST COLL OF EDUC,5-INDEPENDENT,1,0.63,"$3,496.88 "
2012,5540,2840,SUNY UPSTATE MEDICAL UNIV. (GRAD),3-SUNY SO,1,1,"$5,595.00 "
2012,5536,2839,SUNY DOWNSTATE MED CENTER GRAD,3-SUNY SO,1,0.25,"$1,398.75 "
2012,5470,2886,ALBANY LAW SCHOOL,5-INDEPENDENT,1,1,"$5,595.00 "
2012,5460,2853,SUNY MARITIME COLLEGE,3-SUNY SO,1,0.25,"$1,398.76 "
2012,5420,2848,SUC OSWEGO,3-SUNY SO,1,0.13,$699.38 
2012,5405,2845,SUC GENESEO,3-SUNY SO,1,0.13,$699.38 
2012,653,2806,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,1,0.33,"$1,865.00 "
2012,5396,2690,CUNY QUEENS COLLEGE LAW SCHOOL,1-CUNY SR,1,1,"$2,760.34 "
2012,5315,2798,PRATT INSTITUTE GRAD,5-INDEPENDENT,1,1,"$5,595.00 "
2012,5271,7022,CUNY HERBERT H LEHMAN GRAD,1-CUNY SR,1,0.5,"$1,624.60 "
2012,5200,2668,ALFRED UNIVERSITY GRAD,5-INDEPENDENT,1,0.38,"$2,098.13 "
2012,5151,9895,YESHIVA UNIVERSITY,5-INDEPENDENT,1,1,"$5,595.00 "
2012,5075,2790,NYACK COLLEGE,5-INDEPENDENT,1,0.67,"$3,730.19 "
2012,5017,12277,NEW YORK CHIROPRACTIC COLLEGE,5-INDEPENDENT,1,1,"$5,595.00 "
2012,2320,21700,SWEDISH INSTITUTE,6-BUS. DEGREE,1,1.5,"$8,392.50 "
2012,8531,12557,ERIE 1 BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8529,0,OUTREACH TRAINING INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,0,"$2,797.50 "
2012,8528,35373,NEW YORK AUTOMOTIVE & DIESEL INST,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8527,15546,ORLEANS/NIAGARA BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$1,398.75 "
2012,8526,40433,ACE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8524,41177,MONROE BOCES 2 CTR FOR WORKFORC,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8523,15777,ERIE 2 CHAUTAUGUA-CATTARAUGUS BOC,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8521,16723,MODERN WELDING SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8519,14648,CATTARAUGUS/ALLEGANY BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,2188,2896,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,1,1,"$1,500.00 "
2012,8515,2685,CAZENOVIA COLLEGE,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8513,10641,SOUTHERN WESTCHESTER BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,1,"$4,068.75 "
2012,8512,38094,MICROPOWER CAREER INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,8510,37733,CNW SCHOOL OF MASSAGE THERAPY,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,45,6438,PHILLIPS BETH ISRAEL SCH.NURSING,5-INDEPENDENT,1,0.25,$125.00 
2012,8507,41676,FINGER LAKES SCHOOL OF MASSAGE,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,647.50 "
2012,8506,30962,CHARLES STUART SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$5,595.00 "
2012,8504,16195,INSTITUTE OF AUDIO RESEARCH,VOCATIONAL - VET SCHOOLS ONLY,1,0.5,"$2,797.50 "
2012,7870,9077,UTICA SCHOOL OF COMMERCE,6-BUS. DEGREE,1,1,"$1,250.00 "
2012,2140,2795,PAUL SMITHS COLLEGE,5-INDEPENDENT,1,1,"$1,500.00 "
2012,7839,7329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,0.5,"$2,797.50 "
2012,7837,107329,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,0.5,"$2,797.50 "
2012,437,12364,ST PAUL'S SCH NURSING,5-INDEPENDENT,1,0.5,$776.79 
2012,7718,4799,MONROE COLLEGE,6-BUS. DEGREE,1,0.5,$750.00 
2012,7699,12358,PLAZA COLLEGE-2YR,6-BUS. DEGREE,1,1,$500.00 
2012,2093,2763,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,1,1,"$5,595.00 "
2012,7260,9043,ELMIRA BUSINESS INST,6-BUS. DEGREE,1,1,$450.00 
