Academic Year,College Name,Sector Group,Headcount,Amount
2013,TOURO COLLEGE,5-INDEPENDENT,83,"$90,834.14 "
2013,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,75,"$102,824.50 "
2013,IONA COLLEGE,5-INDEPENDENT,74,"$412,009.50 "
2013,NIAGARA UNIVERSITY,5-INDEPENDENT,71,"$96,075.00 "
2013,MERCY COLLEGE,5-INDEPENDENT,70,"$221,174.85 "
2013,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,69,"$60,775.00 "
2013,HOUGHTON COLLEGE,5-INDEPENDENT,67,"$68,866.50 "
2013,HARTWICK COLLEGE,5-INDEPENDENT,66,"$165,680.75 "
2013,PACE UNIVERSITY,5-INDEPENDENT,66,"$176,974.00 "
2013,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,65,"$154,156.00 "
2013,SUC PURCHASE,3-SUNY SO,64,"$198,687.50 "
2013,CUNY KINGSBOROUGH CC,2-CUNY CC,58,"$109,811.00 "
2013,HUDSON VALLEY COMMUNITY COLLEGE,4-SUNY CC,58,"$76,414.85 "
2013,MOLLOY COLLEGE,5-INDEPENDENT,57,"$245,011.25 "
2013,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,56,"$203,789.89 "
2013,COLLEGE OF SAINT ROSE,5-INDEPENDENT,56,"$122,469.50 "
2013,NASSAU COMMUNITY COLLEGE,4-SUNY CC,53,"$174,365.88 "
2013,CORNING COMMUNITY COLLEGE,4-SUNY CC,52,"$90,232.90 "
2013,MOHAWK VALLEY COMMUNITY COLLEGE,4-SUNY CC,52,"$62,710.00 "
2013,JAMESTOWN COMMUNITY COLLEGE,4-SUNY CC,50,"$45,643.00 "
2013,D'YOUVILLE COLLEGE,5-INDEPENDENT,50,"$72,969.63 "
2013,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,48,"$80,434.05 "
2013,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,48,"$72,561.63 "
2013,ST JOSEPHS COLLEGE,5-INDEPENDENT,46,"$95,338.07 "
2013,NIAGARA COMMUNITY COLLEGE,4-SUNY CC,45,"$83,029.27 "
2013,ALFRED UNIVERSITY,5-INDEPENDENT,45,"$75,275.00 "
2013,MEDAILLE COLLEGE,5-INDEPENDENT,45,"$95,678.00 "
2013,MONROE COLLEGE,6-BUS. DEGREE,45,"$125,471.24 "
2013,COOPER UNION ADVNCMT SCI ART,5-INDEPENDENT,44,"$37,500.00 "
2013,WAGNER COLLEGE,5-INDEPENDENT,44,"$120,989.00 "
2013,ORANGE COUNTY COMMUNITY COLLEGE,4-SUNY CC,43,"$116,439.22 "
2013,YESHIVA UNIVERSITY,5-INDEPENDENT,43,"$39,750.00 "
2013,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,42,"$357,953.38 "
2013,PACE UNIVERSITY WESTCHESTER,5-INDEPENDENT,42,"$137,099.07 "
2013,THE SAGE COLLEGES,5-INDEPENDENT,42,"$30,270.00 "
2013,JEFFERSON COMMUNITY COLLEGE,4-SUNY CC,41,"$59,867.10 "
2013,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,40,"$55,736.33 "
2013,CUNY BRONX CC,2-CUNY CC,39,"$34,764.38 "
2013,SUNY COLLEGE OF TECH AT ALFRED,3-SUNY SO,38,"$74,709.50 "
2013,SUNY MARITIME COLLEGE,3-SUNY SO,38,"$314,156.50 "
2013,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,37,"$96,410.00 "
2013,ADIRONDACK COMMUNITY COLLEGE,4-SUNY CC,37,"$58,965.40 "
2013,BARD COLLEGE,5-INDEPENDENT,36,"$68,975.00 "
2013,ST FRANCIS COLLEGE,5-INDEPENDENT,36,"$80,387.00 "
2013,BERKELEY COLLEGE,6-BUS. DEGREE,36,"$99,664.35 "
2013,CUNY MEDGER EVERS COLLEGE,1-CUNY SR,35,"$40,288.95 "
2013,CAYUGA COMMUNITY COLLEGE,4-SUNY CC,35,"$61,018.00 "
2013,SUNY COLLEGE AT OLD WESTBURY (UG),3-SUNY SO,33,"$50,190.30 "
2013,CUNY LAGUARDIA CC,2-CUNY CC,32,"$66,993.75 "
2013,BROOME COMMUNITY COLLEGE,4-SUNY CC,32,"$58,750.60 "
2013,FINGER LAKES COMMUNITY COLLEGE,4-SUNY CC,32,"$57,095.60 "
2013,CUNY QUEENSBOROUGH CC,2-CUNY CC,31,"$39,447.65 "
2013,SUNY COLLEGE OF TECH AT CANTON,3-SUNY SO,31,"$94,809.89 "
2013,WESTCHESTER COMMUNITY COLLEGE,4-SUNY CC,31,"$70,086.25 "
2013,GENESEE COMMUNITY COLLEGE,4-SUNY CC,28,"$38,485.00 "
2013,CUNY HOSTOS CC,2-CUNY CC,27,"$17,645.40 "
2013,KEUKA COLLEGE,5-INDEPENDENT,27,"$35,550.63 "
2013,DUTCHESS COMMUNITY COLLEGE,4-SUNY CC,26,"$48,420.00 "
2013,FASHION INST TECH-LOWER DIVISION,4-SUNY CC,26,"$27,278.50 "
2013,TOMPKINS CORTLAND COMM COLLEGE,4-SUNY CC,26,"$61,911.00 "
2013,FASHION INST TECH UPPER DIVISION,4-SUNY CC,25,"$62,947.50 "
2013,CAZENOVIA COLLEGE,5-INDEPENDENT,25,"$82,195.00 "
2013,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,25,"$16,790.04 "
2013,MONROE COLLEGE,6-BUS. DEGREE,25,"$68,450.74 "
2013,TROCAIRE COLLEGE,5-INDEPENDENT,24,"$53,306.50 "
2013,DOWLING COLLEGE,5-INDEPENDENT,23,"$140,706.38 "
2013,PRATT INSTITUTE,5-INDEPENDENT,23,"$65,140.00 "
2013,THE NEW SCHOOL,5-INDEPENDENT,23,"$41,244.00 "
2013,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,23,"$56,239.75 "
2013,SUNY COBLESKILL,3-SUNY SO,22,"$77,391.00 "
2013,COL OF MT ST VINCENT 4YR SEM,5-INDEPENDENT,22,"$54,786.49 "
2013,WELLS COLLEGE,5-INDEPENDENT,22,"$19,395.00 "
2013,SCHOOL OF VISUAL ARTS,6-BUS. DEGREE,22,"$139,845.00 "
2013,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,21,"$91,062.50 "
2013,ST THOMAS AQUINAS COLLEGE,5-INDEPENDENT,21,"$58,432.00 "
2013,ROCKLAND COMMUNITY COLLEGE,4-SUNY CC,20,"$76,068.00 "
2013,VAUGHN COLL AERONAUTICS TECH,5-INDEPENDENT,20,"$60,333.91 "
2013,SUNY COLLEGE OF TECH FARMINGDALE,3-SUNY SO,18,"$88,992.23 "
2013,FULTON MONTGOMERY COMM COLLEGE,4-SUNY CC,18,"$48,252.60 "
2013,HILBERT COLLEGE,5-INDEPENDENT,18,"$51,073.14 "
2013,MANHATTANVILLE COLLEGE,5-INDEPENDENT,18,"$37,135.00 "
2013,ALFRED UNIVERSITY,3-SUNY SO,17,"$11,375.00 "
2013,MORRISVILLE STATE COLLEGE,3-SUNY SO,16,"$26,273.18 "
2013,MORRISVILLE STATE COLLEGE,3-SUNY SO,16,"$15,315.50 "
2013,NYACK COLLEGE,5-INDEPENDENT,16,"$60,117.50 "
2013,COLL OF NEW ROCHELLE NEW RESOURCE,5-INDEPENDENT,15,"$23,578.87 "
2013,TECHNICAL CAREER INSTITUTES,6-BUS. DEGREE,15,"$47,471.98 "
2013,HERKIMER COMMUNITY COLLEGE,4-SUNY CC,14,"$11,690.00 "
2013,SCHENECTADY COUNTY COMM COLLEGE,4-SUNY CC,14,"$11,436.00 "
2013,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,14,"$81,671.13 "
2013,SUNY COLLEGE OF TECH AT DELHI,3-SUNY SO,13,"$46,285.69 "
2013,ULSTER COMMUNITY COLLEGE,4-SUNY CC,13,"$13,458.00 "
2013,SARAH LAWRENCE COLLEGE,5-INDEPENDENT,13,"$9,500.00 "
2013,THE SAGE COLLEGES,5-INDEPENDENT,13,"$175,988.84 "
2013,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,13,"$35,008.76 "
2013,PAUL SMITHS COLLEGE,5-INDEPENDENT,12,"$9,325.00 "
2013,NEW YORK AUTOMOTIVE & DIESEL INST,VOCATIONAL - VET SCHOOLS ONLY,12,"$38,173.75 "
2013,SUNY COBLESKILL,3-SUNY SO,11,"$38,748.55 "
2013,NORTH COUNTRY COMMUNITY COLLEGE,4-SUNY CC,11,"$13,575.00 "
2013,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,10,"$6,000.00 "
2013,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,10,"$71,491.88 "
2013,SUNY POLYTECHNIC INSTITUTE,3-SUNY SO,9,"$107,007.06 "
2013,DEVRY COLLEGE OF NEW YORK,6-BUS. DEGREE,9,"$32,552.95 "
2013,"NATIONAL TRACTOR TRAILER SCHOOL,",VOCATIONAL - VET SCHOOLS ONLY,9,"$22,454.65 "
2013,CLINTON COMMUNITY COLLEGE,4-SUNY CC,8,"$13,020.00 "
2013,EXCELSIOR COLLEGE,5-INDEPENDENT,8,"$17,390.22 "
2013,MARYMOUNT MANHATTAN COLLEGE,5-INDEPENDENT,8,"$56,437.50 "
2013,ST JOSEPH HOSP SCH NURS SYRACUSE,5-INDEPENDENT,8,"$14,240.00 "
2013,ASA INSTITUTE OF BUSINESS,6-BUS. DEGREE,8,"$14,504.00 "
2013,CUNY GRAD SCH AND UNIV CENTER,1-CUNY SR,7,"$130,102.20 "
2013,COLUMBIA-GREENE COMMUNITY COLLEGE,4-SUNY CC,7,"$13,970.00 "
2013,DAEMEN COLLEGE GRAD,5-INDEPENDENT,7,"$86,401.94 "
2013,ROBERTS WESLEYAN COLLEGE-GRAD,5-INDEPENDENT,7,"$100,145.16 "
2013,ST ELIZABETH COLG OF NURSING,5-INDEPENDENT,7,"$10,320.00 "
2013,ST JOHN FISHER COLLEGE-GRADUATE,5-INDEPENDENT,7,"$101,801.64 "
2013,FIVE TOWNS COLLEGE,6-BUS. DEGREE,7,"$47,229.99 "
2013,SUNY UPSTATE MEDICAL UNIV,3-SUNY SO,6,"$5,683.30 "
2013,SULLIVAN COMMUNITY COLLEGE,4-SUNY CC,6,"$3,691.00 "
2013,DAVIS COLLEGE,5-INDEPENDENT,6,"$20,495.00 "
2013,CUNY GRAD SCH UNDERGRAD PROG,1-CUNY SR,5,"$2,735.00 "
2013,SUNY STONY BROOK,3-SUNY SO,5,"$29,829.38 "
2013,BORICUA COLLEGE,5-INDEPENDENT,5,"$16,999.00 "
2013,CONCORDIA COLLEGE,5-INDEPENDENT,5,"$13,040.00 "
2013,KEUKA COLLEGE,5-INDEPENDENT,5,"$41,951.12 "
2013,MOLLOY COLLEGE,5-INDEPENDENT,5,"$65,785.26 "
2013,PACE UNIVERSITY GRAD,5-INDEPENDENT,5,"$66,730.00 "
2013,ST JOSEPHS COLLEGE,5-INDEPENDENT,5,"$73,535.00 "
2013,WEBB INST OF NAVAL ARCH.,5-INDEPENDENT,5,"$5,500.00 "
2013,BRIARCLIFFE COLLEGE-PATCHOGUE,6-BUS. DEGREE,5,"$22,908.00 "
2013,COLL WESTCHESTER 2YR EVE,6-BUS. DEGREE,5,"$15,474.38 "
2013,APEX TECHNICAL SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,5,"$16,636.50 "
2013,MODERN WELDING SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,5,"$29,475.00 "
2013,STAR CAREER ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,5,"$23,130.00 "
2013,ADELPHI UNIVERSITY,5-INDEPENDENT,4,"$25,895.00 "
2013,EXCELSIOR COLLEGE GRAD,5-INDEPENDENT,4,"$59,414.68 "
2013,JUILLIARD SCHOOL,5-INDEPENDENT,4,"$2,000.00 "
2013,METROPOLITAN COLLEGE OF NY,5-INDEPENDENT,4,"$12,890.00 "
2013,BRYANT & STRATTON BUFFALO,6-BUS. DEGREE,4,"$14,563.38 "
2013,EMPIRE EDUCATION CORPORATION,6-BUS. DEGREE,4,"$2,500.00 "
2013,SWEDISH INSTITUTE,6-BUS. DEGREE,4,"$23,580.00 "
2013,INTERNATIONAL CULINARY CENTER,VOCATIONAL - VET SCHOOLS ONLY,4,"$11,790.00 "
2013,SUNY DOWNSTATE MEDICAL CENTER,3-SUNY SO,3,"$1,500.00 "
2013,BRAMSON ORT COLLEGE,5-INDEPENDENT,3,"$23,580.00 "
2013,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,3,"$1,250.00 "
2013,DOMINICAN COLLEGE OF BLAUVELT,5-INDEPENDENT,3,"$9,538.13 "
2013,MANHATTAN SCHOOL OF MUSIC,5-INDEPENDENT,3,"$1,250.00 "
2013,MARIA COLLEGE-REGULAR DAY,5-INDEPENDENT,3,"$13,020.40 "
2013,PAUL SMITHS COLLEGE,5-INDEPENDENT,3,"$2,450.00 "
2013,ST PAUL'S SCH NURSING SI,5-INDEPENDENT,3,"$22,457.50 "
2013,THE KING'S COLLEGE,5-INDEPENDENT,3,"$2,500.00 "
2013,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,3,"$44,142.50 "
2013,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,3,"$3,697.50 "
2013,ART INSTITUTE OF NEW YORK CITY,6-BUS. DEGREE,3,"$12,685.00 "
2013,BERKELEY COLLEGE,6-BUS. DEGREE,3,"$10,275.00 "
2013,BRYANT & STRATTON ALBANY,6-BUS. DEGREE,3,"$9,092.50 "
2013,BRYANT & STRATTON ROCHESTER,6-BUS. DEGREE,3,"$4,023.84 "
2013,COLL WESTCHESTER 2YR,6-BUS. DEGREE,3,"$3,697.50 "
2013,COLL WESTCHESTER 4YR BBA DAY,6-BUS. DEGREE,3,"$3,697.50 "
2013,LAB INST OF MERCHANDISING,6-BUS. DEGREE,3,"$28,850.00 "
2013,NEW YORK CAREER INSTITUTE,6-BUS. DEGREE,3,"$21,611.67 "
2013,WOOD TOBE-COBURN SCHOOL,6-BUS. DEGREE,3,"$1,000.00 "
2013,JEFFERSON-LEWIS BOCES,VOCATIONAL - VET SCHOOLS ONLY,3,"$13,528.00 "
2013,LINCOLN TECHNICAL INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,3,"$8,842.50 "
2013,STELLA & CHARLES GUTTMAN CC,2-CUNY CC,2,"$2,000.00 "
2013,HELENE FULD SCHOOL REG NURSING,5-INDEPENDENT,2,"$2,465.00 "
2013,MERCY COLLEGE-GRAD,5-INDEPENDENT,2,"$24,003.00 "
2013,MOUNT SAINT MARY COLLEGE,5-INDEPENDENT,2,"$34,630.00 "
2013,NEW YORK UNIVERSITY GRAD,5-INDEPENDENT,2,"$28,365.00 "
2013,PACE UNIVERSITY-DOCTORAL,5-INDEPENDENT,2,"$26,798.75 "
2013,"878 EDUCATION, LLC",6-BUS. DEGREE,2,$750.00 
2013,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,2,"$8,842.50 "
2013,JAMESTOWN BUSINESS COLLEGE,6-BUS. DEGREE,2,"$4,080.00 "
2013,ERIE 1 BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,"$6,942.50 "
2013,GENESEE VALLEY BOCES,VOCATIONAL - VET SCHOOLS ONLY,2,"$5,130.00 "
2013,NEW YORK FILM ACADEMY,VOCATIONAL - VET SCHOOLS ONLY,2,"$8,842.50 "
2013,CUNY  BARUCH COLL GRAD,1-CUNY SR,1,$736.88 
2013,CUNY COL STATEN ISLAND,1-CUNY SR,1,"$1,671.74 "
2013,CUNY HUNTER COLLEGE GRAD,1-CUNY SR,1,"$20,000.00 "
2013,CUNY JOHN JAY COLLEGE GRAD,1-CUNY SR,1,"$1,322.68 "
2013,SUC BROCKPORT GRAD,3-SUNY SO,1,"$5,895.00 "
2013,SUC BUFFALO,3-SUNY SO,1,"$5,895.00 "
2013,SUC POTSDAM,3-SUNY SO,1,"$1,473.75 "
2013,SUNY BINGHAMTON(GRAD),3-SUNY SO,1,"$19,472.62 "
2013,SUNY BUFFALO,3-SUNY SO,1,"$7,315.00 "
2013,SUNY PLATTSBURGH GRAD,3-SUNY SO,1,"$2,947.50 "
2013,COLUMBIA U GRADUATE PROGRAMS,5-INDEPENDENT,1,"$15,972.50 "
2013,COLUMBIA U TEACHERS COL GRAD,5-INDEPENDENT,1,"$20,000.00 "
2013,CROUSE HOSPITAL,5-INDEPENDENT,1,$250.00 
2013,CULINARY INSTITUTE OF AMERICA,5-INDEPENDENT,1,"$20,440.00 "
2013,GRADUATE COLLEGE UNION UNIVERSITY,5-INDEPENDENT,1,"$5,895.00 "
2013,HOFSTRA UNIVERSITY,5-INDEPENDENT,1,"$2,947.50 "
2013,MARIA COLLEGE 4 YR,5-INDEPENDENT,1,$225.00 
2013,MEDAILLE COLLEGE GRAD,5-INDEPENDENT,1,"$2,947.50 "
2013,MERCY COLLEGE,5-INDEPENDENT,1,"$21,250.00 "
2013,NEW YORK COLL OF HEALTH PROFESSIO,5-INDEPENDENT,1,$250.00 
2013,NEW YORK SCHOOL INTERIOR DESIGN,5-INDEPENDENT,1,$500.00 
2013,ST JOSEPHS COLLEGE - WEEKEND,5-INDEPENDENT,1,"$3,930.00 "
2013,VILLA MARIA COLLEGE OF BUFFALO,5-INDEPENDENT,1,"$1,500.00 "
2013,AMERICAN ACADEMY MCALLISTER INST.,6-BUS. DEGREE,1,$500.00 
2013,BRIARCLIFFE COLLEGE,6-BUS. DEGREE,1,"$7,060.00 "
2013,BRYANT & STRATTON SYRACUSE,6-BUS. DEGREE,1,"$5,895.00 "
2013,ELMIRA BUSINESS INST,6-BUS. DEGREE,1,$450.00 
2013,EVEREST INSTITUTE,6-BUS. DEGREE,1,"$5,895.00 "
2013,INST OF DESIGN & CONSTRUCTION,6-BUS. DEGREE,1,"$5,895.00 "
2013,ITT TECHNICAL INSTITUTE,6-BUS. DEGREE,1,"$5,895.00 "
2013,LONG ISLAND BUSINESS INSTITUTE,6-BUS. DEGREE,1,$500.00 
2013,MONROE COLLEGE,6-BUS. DEGREE,1,$500.00 
2013,PACIFIC COLLEGE OF ORIENTAL MED,6-BUS. DEGREE,1,"$1,965.00 "
2013,PAUL MITCHELL THE SCHOOL,6-BUS. DEGREE,1,"$5,895.00 "
2013,PLAZA COLLEGE-2YR,6-BUS. DEGREE,1,$500.00 
2013,SANFORD BROWN INSTITUTE,6-BUS. DEGREE,1,"$4,706.66 "
2013,SWEDISH INST QRTLY PROGRAMS,6-BUS. DEGREE,1,$333.34 
2013,NEW YORK  METHODIST HOSPITAL,8-OTHER,1,$450.00 
2013,SAMARITAN HOSPITAL NURSING,8-OTHER,1,"$1,965.00 "
2013,ST ELIZABETH HOSP SCHOOL RAD TECH,8-OTHER,1,$250.00 
2013,ST JAMES MERCY HOSP SCH XRAY TECH,8-OTHER,1,$450.00 
2013,ACE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2013,CHARLES STUART SCHOOL,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,CNW SCHOOL OF MASSAGE THERAPY,VOCATIONAL - VET SCHOOLS ONLY,1,"$8,842.50 "
2013,COMPU21 CORP,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,ELECTRICAL TRAINING CENTER,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,ERIE 2 CHAUTAUGUA-CATTARAUGUS BOC,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,INSTITUTE OF CULINARY EDUCATION,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,797.50 "
2013,MONROE 1 BOCES ADULT EDUCATION,VOCATIONAL - VET SCHOOLS ONLY,1,"$1,990.00 "
2013,MONROE BOCES 2 CTR FOR WORKFORC,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,ONONDAGA CORTLAND MADISON BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,ORANGE COUNTY COMMUNITY COLLEGE,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,ORLEANS/NIAGARA BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,SAE INSTITUTE OF TECHNOLOGY,VOCATIONAL - VET SCHOOLS ONLY,1,$206.69 
2013,"SAM CONSULTING SERVICES, INC.",VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,SHARP EDGEZ BARBER INSTITUTE,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,THE NEW SCHOOL OF RADIO & TELEVIS,VOCATIONAL - VET SCHOOLS ONLY,1,"$2,947.50 "
2013,ULSTER BOCES CAREER & TECH CTR,VOCATIONAL - VET SCHOOLS ONLY,1,"$5,895.00 "
2013,VEEB NASSAU COUNTY,VOCATIONAL - VET SCHOOLS ONLY,1,"$5,895.00 "
2013,WASH-SAR-WAR-HAM-ESS BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$5,895.00 "
2013,WESTERN SUFFOLK BOCES,VOCATIONAL - VET SCHOOLS ONLY,1,"$5,895.00 "
2012,CORNELL UNIVERSITY,5-INDEPENDENT,929,"$874,675.00 "
2012,SUNY BINGHAMTON,3-SUNY SO,801,"$1,165,996.58 "
2012,SUNY BUFFALO,3-SUNY SO,771,"$887,093.01 "
2012,SUNY STONY BROOK,3-SUNY SO,670,"$698,937.24 "
2012,ROCHESTER INSTITUTE OF TECHLGY,5-INDEPENDENT,642,"$558,241.72 "
2012,SUC GENESEO,3-SUNY SO,567,"$594,790.65 "
2012,CUNY CITY COLLEGE,1-CUNY SR,523,"$456,851.92 "
2012,CUNY HUNTER COLLEGE,1-CUNY SR,522,"$400,347.56 "
2012,NEW YORK UNIVERSITY,5-INDEPENDENT,509,"$707,051.07 "
2012,SYRACUSE UNIVERSITY (UNDERGRAD),5-INDEPENDENT,454,"$576,355.25 "
2012,UNIVERSITY OF ROCHESTER,5-INDEPENDENT,418,"$363,510.00 "
2012,SUNY ALBANY (UNDERGRAD),3-SUNY SO,358,"$711,510.44 "
2012,ST JOHNS UNIVERSITY,5-INDEPENDENT,349,"$582,285.50 "
2012,CUNY BARUCH COLLEGE,1-CUNY SR,311,"$341,354.64 "
2012,CUNY QUEENS COLLEGE,1-CUNY SR,298,"$273,598.59 "
2012,COLUMBIA UNIV,5-INDEPENDENT,292,"$423,553.50 "
2012,RENSSELAER POLYTECHNIC INST,5-INDEPENDENT,292,"$278,062.50 "
2012,CLARKSON UNIVERSITY,5-INDEPENDENT,290,"$254,710.00 "
2012,FORDHAM UNIVERSITY,5-INDEPENDENT,268,"$560,136.61 "
2012,CUNY BROOKLYN COLLEGE,1-CUNY SR,245,"$202,723.55 "
2012,ITHACA COLLEGE,5-INDEPENDENT,222,"$301,574.50 "
2012,SUC BROCKPORT (UNDERGRAD),3-SUNY SO,188,"$354,566.59 "
2012,CANISIUS COLLEGE,5-INDEPENDENT,184,"$207,960.00 "
2012,SUC BUFFALO,3-SUNY SO,183,"$466,595.76 "
2012,SUC OSWEGO (UNDERGRAD),3-SUNY SO,181,"$425,023.83 "
2012,SUC NEW PALTZ,3-SUNY SO,164,"$303,336.92 "
2012,SUC FREDONIA,3-SUNY SO,159,"$205,673.60 "
2012,HOFSTRA UNIVERSITY,5-INDEPENDENT,158,"$413,226.50 "
2012,LONG ISLAND UNIVERSITY,5-INDEPENDENT,158,"$411,417.43 "
2012,SUC ONEONTA,3-SUNY SO,157,"$452,044.00 "
2012,CUNY JOHN JAY COLLEGE,1-CUNY SR,155,"$204,143.69 "
2012,SUC POTSDAM,3-SUNY SO,153,"$250,346.78 "
2012,SIENA COLLEGE,5-INDEPENDENT,151,"$279,696.68 "
2012,SUC EMPIRE STATE COLLEGE,3-SUNY SO,146,"$499,403.05 "
2012,SUNY PLATTSBURGH,3-SUNY SO,143,"$286,102.56 "
2012,CUNY HERBERT H LEHMAN COLLEGE,1-CUNY SR,137,"$109,840.10 "
2012,SUC CORTLAND (UNDERGRAD),3-SUNY SO,137,"$714,221.82 "
2012,ERIE COMMUNITY COLL - ALL CAMPUS,4-SUNY CC,134,"$235,609.48 "
2012,HAMILTON COLLEGE,5-INDEPENDENT,134,"$175,810.00 "
2012,COLGATE UNIVERSITY,5-INDEPENDENT,129,"$163,990.00 "
2012,ST LAWRENCE UNIVERSITY,5-INDEPENDENT,127,"$123,195.00 "
2012,ADELPHI UNIVERSITY,5-INDEPENDENT,126,"$225,803.09 "
2012,MONROE COMMUNITY COLLEGE,4-SUNY CC,121,"$137,655.02 "
2012,ONONDAGA COMMUNITY COLLEGE,4-SUNY CC,120,"$287,864.60 "
2012,LEMOYNE COLLEGE,5-INDEPENDENT,119,"$129,459.90 "
2012,UNION COLLEGE,5-INDEPENDENT,118,"$125,332.20 "
2012,VASSAR COLLEGE,5-INDEPENDENT,117,"$93,750.00 "
2012,ELMIRA COLLEGE,5-INDEPENDENT,116,"$176,860.50 "
2012,NAZARETH COLLEGE,5-INDEPENDENT,116,"$123,188.63 "
2012,BARNARD COLLEGE,5-INDEPENDENT,114,"$94,850.00 "
2012,MARIST COLLEGE,5-INDEPENDENT,113,"$398,839.49 "
2012,POLYTECHNIC UNIVERSITY,5-INDEPENDENT,110,"$105,046.97 "
2012,ST JOHN FISHER COLLEGE,5-INDEPENDENT,109,"$97,874.39 "
2012,SUC ENV SCI&FORESTRY,3-SUNY SO,108,"$181,078.15 "
2012,ST JOSEPHS COLLEGE,5-INDEPENDENT,108,"$218,776.36 "
2012,CUNY COL STATEN ISLAND,1-CUNY SR,107,"$168,199.29 "
2012,CUNY NYC COLLEGE OF TECHNOLOGY,1-CUNY SR,105,"$92,110.14 "
2012,ALBANY COLLEGE OF PHARMACY,5-INDEPENDENT,103,"$77,100.00 "
2012,MANHATTAN COLLEGE,5-INDEPENDENT,98,"$294,283.94 "
2012,DAEMEN COLLEGE,5-INDEPENDENT,95,"$85,980.25 "
2012,NEW YORK INST TECH 4YR,5-INDEPENDENT,89,"$149,139.38 "
2012,NIAGARA UNIVERSITY,5-INDEPENDENT,88,"$104,243.23 "
2012,SKIDMORE COLLEGE,5-INDEPENDENT,88,"$119,879.00 "
2012,SUFFOLK COMMUNITY COLLEGE,4-SUNY CC,87,"$309,481.07 "
2012,HOBART AND WILLIAM SMITH COLLEGES,5-INDEPENDENT,86,"$63,025.00 "
2012,HOUGHTON COLLEGE,5-INDEPENDENT,83,"$87,017.50 "
2012,TOURO COLLEGE,5-INDEPENDENT,82,"$94,993.71 "
2012,CUNY YORK COLLEGE,1-CUNY SR,80,"$56,636.00 "
2012,CORNELL UNIV STATUTORY COLLEGES,3-SUNY SO,78,"$62,750.00 "
2012,ST BONAVENTURE UNIVERSITY,5-INDEPENDENT,76,"$97,667.13 "
2012,CUNY MANHATTAN CC,2-CUNY CC,75,"$81,448.50 "
2012,COLLEGE OF SAINT ROSE,5-INDEPENDENT,73,"$146,965.00 "
2012,MERCY COLLEGE,5-INDEPENDENT,73,"$185,550.89 "
2012,PACE UNIVERSITY,5-INDEPENDENT,70,"$155,190.50 "
2012,SYRACUSE UNIV UTICA COLLEGE,5-INDEPENDENT,69,"$119,708.25 "
2012,SUC PURCHASE,3-SUNY SO,68,"$195,113.74 "
2012,NASSAU COMMUNITY COLLEGE,4-SUNY CC,68,"$306,012.44 "
2012,ROBERTS WESLEYAN COLLEGE,5-INDEPENDENT,63,"$77,669.00 "
2012,HARTWICK COLLEGE,5-INDEPENDENT,62,"$121,117.00 "
2012,IONA COLLEGE,5-INDEPENDENT,62,"$244,970.50 "
